feedback_id,student_id,department_id,date,feedback_text
334,S2075,7,2024-07-27,Extremely  frustrating  experience  with  the  department.  ðŸ˜Š
335,S8955,3,2024-12-21,The  staff  was  really  helpful  and  polite.
336,S4704,2,2025-02-16,The  staff  was  rude  and  unhelpful.
337,S6892,5,2024-06-14,The  staff  was  rude  and  unhelpful.  ðŸ˜Š
338,S1908,2,2024-12-30,uhh I had a good experience with the support team.
339,S3035,3,2024-08-01,<b>The services were fast and effective.</b>
340,S8291,7,2024-08-27,<B>THE SERVICES WERE FAST AND EFFECTIVE. ðŸ˜Š</B>
341,S5619,8,2024-06-15,The  staff  was  rude  and  unhelpful.
342,S2822,2,2024-09-10,Facilities were outdated and not working properly. ðŸ˜Š
343,S2807,2,2024-08-05,"Not  much  to  say,  it's  functional."
344,S4844,3,2024-12-18,THE SERVICES WERE FAST AND EFFECTIVE.
345,S1970,2,2024-08-22,CLEAN ENVIRONMENT AND WELL-MAINTAINED INFRASTRUCTURE.
346,S6618,7,2024-10-19,It's decent but could use some improvement. ðŸ˜Š
347,S9161,4,2025-02-26,uhh  Facilities  were  outdated  and  not  working  properly.
348,S9743,6,2024-08-29,FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
349,S7732,6,2024-10-02,<b>The services were fast and effective.</b>
350,S2796,3,2024-10-27,<b>The staff was rude and unhelpful. ðŸ˜Š</b>
351,S2315,2,2025-04-14,THE STAFF WAS REALLY HELPFUL AND POLITE.
352,S4435,2,2025-03-01,<b>Clean  environment  and  well-maintained  infrastructure.</b>
353,S4843,6,2025-04-20,It's decent but could use some improvement.
354,S2597,3,2025-05-22,uhh Extremely frustrating experience with the department.
355,S1048,5,2024-10-04,<b>The staff was rude and unhelpful.</b>
356,S1908,6,2024-12-21,Extremely frustrating experience with the department.
357,S3645,8,2025-03-20,uhh The staff was really helpful and polite.
358,S8969,8,2024-11-10,Very poor servise and delayed response.
359,S1048,7,2024-06-16,Very poor service and delayed response.
360,S2441,6,2024-12-14,<b>Facilities were great and easily accessible. ðŸ˜Š</b>
361,S1308,8,2024-07-10,Facilities were outdated and not working properly.
362,S4975,5,2024-08-18,<b>Facilities were outdated and not working properly.</b>
363,S9341,1,2025-01-26,Extremely frustrating experience with the department.
364,S1552,6,2025-05-27,The staff was really helpful and polite.
365,S8967,5,2025-04-14,uhh <b>Very poor service and delayed response. ðŸ˜Š</b>
366,S5949,8,2025-03-18,The services were fast and effective.
367,S5974,4,2024-09-24,uhh <b>I had to wait a long time to get support.</b>
368,S4599,3,2025-02-19,Facilities were great and easily accessible.
369,S1881,2,2024-07-20,I had a goood experience with the support team.
370,S2075,7,2025-03-12,The  staff  was  really  helpful  and  polite.
371,S8336,4,2024-09-19,The  staff  was  rude  and  unhelpful.
372,S9998,7,2024-09-08,uhh <b>Facilities were outdated and not working properly.</b>
373,S1720,3,2024-11-07,The staff was really helpful and polite.
374,S7917,5,2025-04-19,uhh <B>FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.</B>
375,S9350,5,2024-08-10,"uhh It was okay, not too bad."
376,S7487,5,2024-08-28,FACILITIES WERE GREAT AND EASILY ACCESSIBLE.
377,S3586,4,2025-03-18,"Nothing special, just an average experience. ðŸ˜Š"
378,S4975,3,2024-08-15,Very poor service and delayed response.
379,S4090,7,2025-04-22,Clean environment and well-maintained infrastructure.
380,S8090,2,2025-02-24,The staff was really helpful and polite. ðŸ˜Š
381,S3095,8,2025-03-13,THE STAFF WAS REALLY HELPFUL AND POLITE.
382,S8538,6,2024-11-24,Facilities  were  outdated  and  not  working  properly.
383,S3520,2,2025-01-07,VERY  POOR  SERVISE  AND  DELAYED  RESPONSE.
384,S6540,8,2024-08-14,"uhh It was okay, not too bad."
385,S5428,6,2025-04-07,<b>The services were fast and effective.</b>
386,S8291,1,2024-09-10,Very poor service and delayed response.
387,S2652,8,2025-04-20,<b>Facilities were outdated and not working properly.</b>
388,S7743,1,2024-09-03,<b>Very poor servise and delayed response.</b>
389,S7966,6,2025-06-03,IT'S DECENT BUT COULD USE SOME IMPROVEMENT. ðŸ˜Š
390,S9445,2,2025-03-28,uhh I HAD TO WAIT A LONG TIME TO GET SUPPORT.
391,S3565,7,2025-01-26,I had to wait a long time to get support.
392,S5375,8,2024-11-11,I had to wait a long time to get support.
393,S9450,3,2024-06-07,CLEAN ENVIRONMENT AND WELL-MAINTAINED INFRASTRUCTURE.
394,S4617,4,2024-07-27,"uhh It was okay, not too bad. ðŸ˜Š"
395,S6113,5,2025-04-18,uhh Very poor service and delayed response. ðŸ˜Š
396,S3565,2,2024-12-13,Very poor service and delayed response. ðŸ˜Š
397,S5174,4,2025-05-12,uhh The services were fast and effective.
398,S9721,6,2024-10-20,"Nothing special, just an average experience."
399,S4654,3,2024-11-25,Facilities were outdated and not working properly.
400,S6505,6,2024-10-24,uhh The staff was rude and unhelpful. ðŸ˜Š
401,S4737,7,2025-01-02,The services were fast and effective.
402,S6024,7,2024-06-25,It's decent but could use some improvement.
403,S4269,7,2025-05-02,The  system  works  fine  most  of  the  time.
404,S6392,2,2024-08-27,"<b>Nothing special, just an average experience.</b>"
405,S2481,1,2024-07-26,Facilities  were  great  and  easily  accessible.
406,S9742,6,2025-03-01,I had to wait a long time to get support.
407,S5304,6,2025-01-14,The staff was really helpful and polite.
408,S2796,4,2025-01-29,Clean environment and well-maintained infrastructure.
409,S2652,6,2024-12-21,<b>Extremely  frustrating  experience  with  the  department.</b>
410,S3000,6,2024-12-24,FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
411,S5637,2,2024-07-24,<B>THE STAFF WAS RUDE AND UNHELPFUL.</B>
412,S3225,2,2024-10-01,Facilities were outdated and not working properly.
413,S5933,5,2025-01-04,CLEAN ENVIRONMENT AND WELL-MAINTAINED INFRASTRUCTURE.
414,S5731,8,2024-09-24,uhh I had to wait a long time to get support. ðŸ˜Š
415,S1740,7,2025-03-19,uhh Clean environment and well-maintained infrastructure.
416,S6166,3,2024-10-29,EXTREMELY  FRUSTRATING  EXPERIENCE  WITH  THE  DEPARTMENT.
417,S2923,6,2025-04-05,uhh Clean environment and well-maintained infrastructure.
418,S9450,7,2025-05-14,uhh  Facilities  were  outdated  and  not  working  properly.
419,S3170,6,2024-07-15,<b>Facilities were outdated and not working properly.</b>
420,S6126,7,2024-06-23,THE STAFF WAS RUDE AND UNHELPFUL. ðŸ˜Š
421,S5174,4,2025-02-02,The system works fine most of the time.
422,S5949,4,2025-04-08,The staff was really helpful and polite.
423,S1655,3,2025-01-19,The system works fine most of the time.
424,S5662,6,2024-08-25,Extremely frustrating experience with the department.
425,S9450,6,2024-10-31,uhh <b>The staff was really helpful and polite.</b>
426,S4599,4,2025-03-26,I had to wait a long time to get support.
427,S2155,2,2024-09-01,Very poor service and delayed response.
428,S7416,4,2025-03-03,Very  poor  service  and  delayed  response.  ðŸ˜Š
429,S3745,1,2024-12-28,FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
430,S3617,5,2024-10-02,Facilities were great and easily accessible.
431,S9341,7,2024-10-05,"Not  much  to  say,  it's  functional."
432,S6254,4,2025-04-02,uhh EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT. ðŸ˜Š
433,S1975,1,2024-06-15,Clean environment and well-maintained infrastructure. ðŸ˜Š
434,S9743,7,2024-06-27,<b>Clean environment and well-maintained infrastructure.</b>
435,S4090,7,2025-04-23,It's decent but could use some improvement.
436,S4295,1,2024-06-23,Clean environment and well-maintained infrastructure. ðŸ˜Š
437,S8090,5,2025-02-15,THE  SYSTEM  WORKS  FINE  MOST  OF  THE  TIME.
438,S5957,7,2024-06-29,THE  SYSTEM  WORKS  FINE  MOST  OF  THE  TIME.
439,S8329,8,2024-06-18,"<b>It  was  okay,  not  too  bad.</b>"
440,S7487,1,2025-01-16,"uhh Not much to say, it's functional."
441,S8900,6,2025-04-06,<b>The  staff  was  rude  and  unhelpful.</b>
442,S2597,8,2024-09-26,Facilities were outdated and not working properly.
443,S3103,1,2025-01-26,Very poor service and delayed response.
444,S3459,2,2024-07-22,uhh The staff was really helpful and polite.
445,S4445,6,2025-04-20,Facilities were great and easily accessible. ðŸ˜Š
446,S3000,4,2025-03-14,The staff was really helpful and polite.
447,S5662,4,2024-08-20,Extremely  frustrating  experience  with  the  department.
448,S9445,3,2025-05-22,CLEAN ENVIRONMENT AND WELL-MAINTAINED INFRASTRUCTURE.
449,S3645,8,2024-08-04,Clean  environment  and  well-maintained  infrastructure.
450,S8461,5,2025-04-21,uhh THE STAFF WAS REALLY HELPFUL AND POLITE.
451,S2567,1,2025-03-23,Very poor servise and delayed response.
452,S6906,6,2024-07-15,"uhh Not much to say, it's functional."
453,S5595,8,2024-10-31,EXTREMELY  FRUSTRATING  EXPERIENCE  WITH  THE  DEPARTMENT.
454,S1365,1,2025-02-24,I  had  a  good  experience  with  the  support  team.
455,S6737,1,2024-08-07,EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT.
456,S3170,5,2025-03-27,The services were fast and effective.
457,S7917,6,2024-06-23,<b>The system works fine most of the time.</b>
458,S3745,6,2025-04-14,uhh I HAD TO WAIT A LONG TIME TO GET SUPPORT.
459,S8853,3,2024-10-14,<B>IT'S DECENT BUT COULD USE SOME IMPROVEMENT.</B>
460,S5016,3,2025-04-22,CLEAN ENVIRONMENT AND WELL-MAINTAINED INFRASTRUCTURE. ðŸ˜Š
461,S6940,7,2025-05-21,uhh VERY POOR SERVISE AND DELAYED RESPONSE.
462,S2610,4,2024-07-23,"NOTHING SPECIAL, JUST AN AVERAGE EXPERIENCE."
463,S4577,2,2025-04-30,I had to wait a long time to get support.
464,S8955,6,2024-07-29,"It was okay, not too bad. ðŸ˜Š"
465,S8329,4,2025-02-02,Extremely frustrating experience with the department. ðŸ˜Š
466,S5982,8,2024-09-27,The services were fast and effective. ðŸ˜Š
467,S6254,8,2024-07-02,It's decent but could use some improvement.
468,S3459,6,2024-09-24,uhh FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
469,S3665,5,2024-09-14,<b>The staff was really helpful and polite.</b>
470,S8211,1,2025-03-22,Facilities were outdated and not working properly.
471,S6577,6,2025-03-23,<b>Clean environment and well-maintained infrastructure.</b>
472,S6737,7,2024-06-12,I had to wait a long time to get support. ðŸ˜Š
473,S5307,7,2024-08-18,I HAD TO WAIT A LONG TIME TO GET SUPPORT.
474,S6314,5,2024-12-30,Clean environment and well-maintained infrastructure. ðŸ˜Š
475,S7732,1,2025-05-26,uhh Extremely frustrating experience with the department.
476,S5459,1,2025-03-30,VERY  POOR  SERVICE  AND  DELAYED  RESPONSE.
477,S4090,3,2025-03-23,THE  STAFF  WAS  RUDE  AND  UNHELPFUL.
478,S4435,7,2025-05-24,EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT.
479,S4510,4,2024-12-24,The staff was rude and unhelpful.
480,S2321,7,2024-12-10,The staff was rude and unhelpful.
481,S6745,3,2024-07-07,I  had  a  good  experience  with  the  support  team.  ðŸ˜Š
482,S7975,6,2025-01-02,It's decent but could use some improvement.
483,S4737,2,2024-06-21,Facilities were outdated and not working properly.
484,S5982,4,2024-10-04,uhh Extremely frustrating experience with the department. ðŸ˜Š
485,S1450,2,2025-05-25,Extremely frustrating experience with the department.
486,S9721,8,2024-07-12,"Nothing special, just an average experience."
487,S7917,7,2024-09-16,<b>I had a goood experience with the support team.</b>
488,S7720,7,2025-04-12,uhh I had a good experience with the support team. ðŸ˜Š
489,S2738,5,2024-11-04,I  had  to  wait  a  long  time  to  get  support.
490,S5171,4,2025-01-09,THE SERVICES WERE FAST AND EFFECTIVE.
491,S5428,1,2025-02-23,Very poor service and delayed response.
492,S1028,4,2024-06-12,<b>The  services  were  fast  and  effective.</b>
493,S2481,4,2025-01-17,uhh  I  had  a  goood  experience  with  the  support  team.
494,S5307,5,2025-04-01,The staff was rude and unhelpful.
495,S3120,3,2025-05-09,uhh I had to wait a long time to get support.
496,S8123,6,2024-09-20,Extremely  frustrating  experience  with  the  department.
497,S2597,2,2025-01-19,I had to wait a long time to get support. ðŸ˜Š
498,S9975,4,2025-04-16,THE  SERVICES  WERE  FAST  AND  EFFECTIVE.
499,S4704,5,2024-11-03,uhh  The  services  were  fast  and  effective.
500,S2524,1,2024-12-20,uhh Facilities were outdated and not working properly. ðŸ˜Š
501,S4704,3,2025-05-14,I had to wait a long time to get support.
502,S9743,2,2025-04-12,<b>The services were fast and effective.</b>
503,S8786,4,2025-03-30,"Not  much  to  say,  it's  functional."
504,S5662,4,2024-12-13,I had a goood experience with the support team.
505,S8709,7,2025-03-21,Clean environment and well-maintained infrastructure.
506,S7732,7,2025-05-20,Very  poor  service  and  delayed  response.
507,S8259,3,2025-01-08,uhh I had a goood experience with the support team.
508,S5050,3,2024-10-15,uhh THE SERVICES WERE FAST AND EFFECTIVE.
509,S2321,4,2024-09-24,I had to wait a long time to get support. ðŸ˜Š
510,S9445,3,2025-05-28,THE SERVICES WERE FAST AND EFFECTIVE.
511,S5203,5,2024-10-22,"NOT MUCH TO SAY, IT'S FUNCTIONAL."
512,S1308,3,2024-09-06,The system works fine most of the time. ðŸ˜Š
513,S4101,4,2025-03-08,uhh  EXTREMELY  FRUSTRATING  EXPERIENCE  WITH  THE  DEPARTMENT.
514,S9743,5,2024-10-19,uhh EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT.
515,S4554,1,2024-08-20,Very  poor  service  and  delayed  response.
516,S2923,2,2024-12-12,uhh  <b>Facilities  were  outdated  and  not  working  properly.</b>
517,S7558,6,2024-08-25,Very poor service and delayed response.
518,S1580,4,2025-03-03,VERY POOR SERVISE AND DELAYED RESPONSE.
519,S1655,7,2025-05-04,uhh  I  had  to  wait  a  long  time  to  get  support.  ðŸ˜Š
520,S8291,1,2024-12-05,The staff was rude and unhelpful.
521,S3721,4,2025-05-30,Facilities were outdated and not working properly.
522,S2219,4,2024-06-27,"Nothing special, just an average experience."
523,S5997,4,2025-06-01,Facilities were outdated and not working properly.
524,S4617,7,2025-02-15,"It was okay, not too baaad."
525,S2265,4,2024-09-30,IT'S DECENT BUT COULD USE SOME IMPROVEMENT.
526,S8291,2,2025-02-06,uhh The staff was really helpful and polite.
527,S4281,8,2024-11-25,uhh Facilities were outdated and not working properly.
528,S7328,7,2024-08-09,Clean environment and well-maintained infrastructure.
529,S8785,2,2024-08-15,The system works fine most of the time.
530,S1450,5,2024-12-19,The  staff  was  really  helpful  and  polite.
531,S7917,1,2024-12-29,The staff was really helpful and polite.
532,S4640,4,2024-06-17,<B>THE STAFF WAS RUDE AND UNHELPFUL. ðŸ˜Š</B>
533,S8619,4,2025-01-30,<B>THE STAFF WAS RUDE AND UNHELPFUL. ðŸ˜Š</B>
534,S8307,1,2024-09-30,<B>I  HAD  TO  WAIT  A  LONG  TIME  TO  GET  SUPPORT.</B>
535,S6314,3,2025-04-24,uhh Facilities were outdated and not working properly.
536,S9743,5,2024-12-10,I had to wait a long time to get support.
537,S1713,3,2025-01-14,uhh Extremely frustrating experience with the department.
538,S1720,5,2024-11-28,uhh <b>Facilities were great and easily accessible.</b>
539,S3745,8,2025-02-18,uhh <b>I had a good experience with the support team.</b>
540,S9975,5,2025-02-23,"Nothing special, just an average experience."
541,S1428,7,2025-04-26,VERY POOR SERVICE AND DELAYED RESPONSE. ðŸ˜Š
542,S1048,4,2024-11-27,"Nothing special, just an average experience."
543,S8709,5,2025-02-27,uhh THE SYSTEM WORKS FINE MOST OF THE TIME. ðŸ˜Š
544,S3095,6,2024-08-30,Clean environment and well-maintained infrastructure.
545,S5459,1,2024-11-13,Facilities were outdated and not working properly. ðŸ˜Š
546,S5375,1,2024-10-14,"Not much to say, it's functional."
547,S4203,4,2025-01-12,"Nothing special, just an average experience."
548,S3745,2,2024-10-06,uhh IT'S DECENT BUT COULD USE SOME IMPROVEMENT.
549,S4510,3,2024-12-29,THE SYSTEM WORKS FINE MOST OF THE TIME.
550,S9766,5,2024-07-25,<b>The staff was really helpful and polite.</b>
551,S6012,2,2025-05-20,<b>Very  poor  service  and  delayed  response.</b>
552,S7654,1,2024-07-21,I had to wait a long time to get support.
553,S6505,4,2024-10-17,I had a goood experience with the support team.
554,S9058,3,2024-07-24,<b>The staff was rude and unhelpful.</b>
555,S5203,3,2024-08-04,Clean environment and well-maintained infrastructure.
556,S5166,2,2025-05-01,Very poor service and delayed response. ðŸ˜Š
557,S5626,2,2024-07-14,Clean environment and well-maintained infrastructure. ðŸ˜Š
558,S5536,5,2025-02-05,THE  SERVICES  WERE  FAST  AND  EFFECTIVE.
559,S2366,4,2025-03-31,Facilities were outdated and not working properly.
560,S1107,1,2024-12-20,The staff was rude and unhelpful.
561,S1908,7,2024-09-21,uhh I had to wait a long time to get support.
562,S4843,8,2024-08-28,Facilities were great and easily accessible.
563,S1327,3,2024-06-29,THE SERVICES WERE FAST AND EFFECTIVE. ðŸ˜Š
564,S9350,1,2024-08-14,Very poor servise and delayed response.
565,S1327,6,2025-05-11,Very  poor  service  and  delayed  response.
566,S4090,6,2024-07-09,<b>The staff was rude and unhelpful. ðŸ˜Š</b>
567,S6618,7,2024-07-08,I had a goood experience with the support team. ðŸ˜Š
568,S3617,7,2024-06-13,The staff was really helpful and polite.
569,S7416,6,2024-09-13,I had a good experience with the support team.
570,S8967,4,2024-08-07,Clean environment and well-maintained infrastructure.
571,S3665,8,2024-10-15,uhh Clean environment and well-maintained infrastructure.
572,S2537,1,2025-06-01,I  had  a  good  experience  with  the  support  team.
573,S4295,7,2024-07-30,I had a good experience with the support team.
574,S9472,3,2025-04-27,uhh I had a good experience with the support team. ðŸ˜Š
575,S6254,5,2024-06-19,<b>The staff was really helpful and polite.</b>
576,S6024,6,2024-11-20,I  had  to  wait  a  long  time  to  get  support.
577,S4599,1,2024-12-11,The services were fast and effective.
578,S4014,7,2025-05-12,It's decent but could use some improvement.
579,S4683,1,2024-08-06,I HAD A GOOD EXPERIENCE WITH THE SUPPORT TEAM.
580,S8123,1,2024-06-08,I had to wait a long time to get support.
581,S3161,7,2024-06-30,"<B>IT WAS OKAY, NOT TOO BAD.</B>"
582,S2660,3,2024-09-18,The services were fast and effective.
583,S8969,7,2024-10-28,Clean  environment  and  well-maintained  infrastructure.
584,S4045,1,2024-12-08,Very poor service and delayed response.
585,S7975,1,2024-07-04,I had to wait a long time to get support.
586,S8291,6,2024-09-12,<b>I had to wait a long time to get support.</b>
587,S6940,8,2025-01-17,"Nothing special, just an average experience. ðŸ˜Š"
588,S7071,7,2024-09-15,It's decent but could use some improvement.
589,S3418,1,2025-03-17,uhh Very poor service and delayed response.
590,S1432,7,2025-03-31,Extremely frustrating experience with the department.
591,S8538,6,2024-09-03,<B>I HAD TO WAIT A LONG TIME TO GET SUPPORT. ðŸ˜Š</B>
592,S6953,2,2025-01-25,Facilities  were  great  and  easily  accessible.
593,S4617,8,2024-07-23,Facilities were great and easily accessible. ðŸ˜Š
594,S1956,1,2025-05-24,THE STAFF WAS REALLY HELPFUL AND POLITE.
595,S7917,5,2024-09-27,uhh  <b>Facilities  were  great  and  easily  accessible.</b>
596,S9953,4,2024-07-08,VERY POOR SERVICE AND DELAYED RESPONSE.
597,S8106,6,2025-01-25,<b>Clean environment and well-maintained infrastructure.</b>
598,S1882,5,2025-03-14,uhh The system works fine most of the time. ðŸ˜Š
599,S6737,4,2024-12-01,Extremely frustrating experience with the department.
600,S5260,3,2024-11-24,Facilities were outdated and not working properly.
601,S2253,5,2024-11-30,Extremely frustrating experience with the department.
602,S4445,8,2024-12-14,EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT. ðŸ˜Š
603,S4737,7,2025-04-28,uhh  The  system  works  fine  most  of  the  time.
604,S1737,3,2024-08-27,uhh It's decent but could use some improvement.
605,S4844,4,2025-04-23,Facilities were outdated and not working properly. ðŸ˜Š
606,S5595,6,2024-09-16,I  HAD  TO  WAIT  A  LONG  TIME  TO  GET  SUPPORT.
607,S4435,2,2024-08-26,VERY POOR SERVISE AND DELAYED RESPONSE.
608,S9399,5,2024-12-25,Clean environment and well-maintained infrastructure. ðŸ˜Š
609,S1954,5,2024-07-02,Clean environment and well-maintained infrastructure.
610,S7882,8,2025-02-06,Facilities  were  outdated  and  not  working  properly.
611,S9743,4,2024-07-04,THE STAFF WAS REALLY HELPFUL AND POLITE. ðŸ˜Š
612,S6640,8,2025-01-23,Facilities were outdated and not working properly.
613,S2923,7,2024-11-22,Clean environment and well-maintained infrastructure.
614,S4436,2,2024-09-20,THE SERVICES WERE FAST AND EFFECTIVE.
615,S5731,2,2024-06-16,uhh The staff was really helpful and polite.
616,S7033,6,2024-11-27,THE  STAFF  WAS  RUDE  AND  UNHELPFUL.
617,S6829,2,2024-07-01,uhh <b>Extremely frustrating experience with the department.</b>
618,S1601,2,2024-10-16,"Nothing special, just an average experience."
619,S4327,4,2024-11-29,Clean environment and well-maintained infrastructure.
620,S1083,7,2025-01-07,The  staff  was  rude  and  unhelpful.  ðŸ˜Š
621,S2822,6,2024-06-18,<b>Facilities  were  outdated  and  not  working  properly.</b>
622,S4327,5,2024-07-13,THE STAFF WAS RUDE AND UNHELPFUL.
623,S4843,1,2025-04-02,<B>IT'S DECENT BUT COULD USE SOME IMPROVEMENT.</B>
624,S1713,7,2025-01-04,uhh <b>The staff was really helpful and polite.</b>
625,S6157,2,2024-09-28,<b>Extremely frustrating experience with the department. ðŸ˜Š</b>
626,S7444,8,2025-05-11,The staff was rude and unhelpful.
627,S8329,5,2024-12-23,<b>Facilities were great and easily accessible. ðŸ˜Š</b>
628,S6300,3,2025-02-16,I HAD TO WAIT A LONG TIME TO GET SUPPORT.
629,S9998,1,2024-11-19,It's decent but could use some improvement.
630,S6906,3,2024-07-15,Facilities were outdated and not working properly.
631,S4327,1,2024-06-11,<B>FACILITIES WERE GREAT AND EASILY ACCESSIBLE.</B>
632,S2796,5,2025-05-16,uhh  I  had  to  wait  a  long  time  to  get  support.
633,S2315,6,2025-05-14,Very poor service and delayed response.
634,S2807,4,2024-11-03,uhh FACILITIES WERE GREAT AND EASILY ACCESSIBLE.
635,S5982,4,2025-02-27,<B>THE SYSTEM WORKS FINE MOST OF THE TIME.</B>
636,S6254,4,2025-06-03,The staff was really helpful and polite.
637,S8307,2,2025-04-10,I  had  a  good  experience  with  the  support  team.
638,S2140,2,2025-04-26,uhh I HAD A GOOD EXPERIENCE WITH THE SUPPORT TEAM.
639,S5553,6,2025-04-18,<b>Very poor service and delayed response.</b>
640,S4445,4,2025-02-11,uhh  FACILITIES  WERE  OUTDATED  AND  NOT  WORKING  PROPERLY.  ðŸ˜Š
641,S3645,5,2024-07-01,Facilities were outdated and not working properly.
642,S5304,3,2024-08-07,The services were fast and effective.
643,S2537,7,2025-05-12,I had a good experience with the support team.
644,S2738,5,2024-09-04,uhh  <b>Extremely  frustrating  experience  with  the  department.</b>
645,S4327,2,2025-03-14,I had to wait a long time to get support.
646,S9676,6,2025-04-27,<b>The services were fast and effective.</b>
647,S4999,5,2025-03-07,"Not much to say, it's functional. ðŸ˜Š"
648,S4843,3,2024-11-28,Facilities  were  great  and  easily  accessible.
649,S7882,1,2024-08-08,I  HAD  TO  WAIT  A  LONG  TIME  TO  GET  SUPPORT.
650,S8836,3,2025-03-06,THE  SERVICES  WERE  FAST  AND  EFFECTIVE.
651,S4617,3,2025-03-26,THE  STAFF  WAS  RUDE  AND  UNHELPFUL.
652,S2742,4,2024-12-21,The services were fast and effective.
653,S8051,6,2024-10-22,Clean environment and well-maintained infrastructure.
654,S2445,1,2025-04-14,<b>The staff was really helpful and polite. ðŸ˜Š</b>
655,S4752,2,2024-11-05,Very poor service and delayed response.
656,S5934,4,2024-09-16,"It was okay, not too bad."
657,S3161,2,2024-11-04,I  had  a  good  experience  with  the  support  team.
658,S8051,5,2024-12-22,Facilities were great and easily accessible.
659,S4999,5,2024-07-01,I had to wait a long time to get support.
660,S9290,5,2025-01-07,Facilities  were  outdated  and  not  working  properly.
661,S3225,5,2024-08-24,Facilities were great and easily accessible. ðŸ˜Š
662,S8106,6,2025-02-27,<b>The services were fast and effective.</b>
663,S1908,6,2024-09-07,uhh <B>EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT.</B>
664,S4045,3,2025-05-15,I had a goood experience with the support team.
